timestamp,Title,Original Price,Discounted Price,Shipping Details,url
2025-11-09 22:58:25,"Acer Nitro XZ2 34"" Gaming Monitor 180Hz 3440x1440 400Nit Certified Refurbished",$329.99,$182.15,N/A,https://www.ebay.com/itm/276387590653?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-09 22:58:26,N/A,N/A,$182.15,N/A,N/A
2025-11-09 22:58:26,"Logitech Wave Keys Bluetooth Keyboard - Black: Ergonomic Design, Wrist Rest",$69.99,$45.99,N/A,https://www.ebay.com/itm/187564130219?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-09 22:58:27,N/A,N/A,$45.99,N/A,N/A
2025-11-09 22:58:27,"Acer KB272 G0BI 27"" Full HD IPS Monitor – 120Hz, 1ms VRB, AMD FreeSync, LCD",$149.99,$73.74,N/A,https://www.ebay.com/itm/256992973721?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-09 22:58:37,N/A,N/A,$73.74,N/A,N/A
2025-11-09 22:58:37,"Refurbished HUION Kamvas 13 (Gen 3) 13.3"" Graphic Tablet Pen Display PenTech4.0",N/A,$189.00,N/A,https://www.ebay.com/itm/335778622198?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-09 22:58:48,N/A,N/A,$189.00,N/A,N/A
2025-11-09 22:58:48,"Acer Nitro P3 - 27"" Monitor UHD 3840x2160 160Hz Refurbished",$879.99,$362.49,N/A,https://www.ebay.com/itm/277040332428?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405
2025-11-09 22:58:49,N/A,N/A,$362.49,N/A,N/A
